FID	IID	U1	U2	U3	U4	U5	U6	U7	U8	U9	U10
1350	NA10856	0.02347716	-0.04144931	0.01214377	-0.007674704	-0.02125139	-0.003788968	0.009157719	0.006351659	-0.003044838	-0.003915428
1459	NA12874	0.02178905	-0.04122556	0.007253021	-0.01737907	-0.02307457	0.004735979	-0.004383743	0.02405397	-0.01316894	-0.01332813
1447	NA12760	0.02247567	-0.04112986	0.006173491	-0.01414779	-0.02287906	-0.000526934	-0.0004145077	0.01249872	-0.006587599	-0.002004217
1341	NA06985	0.02199262	-0.03986787	0.008283826	-0.01268446	-0.01834231	-0.005418126	-0.004735358	0.01439311	-0.008398877	-0.008831452
1420	NA12003	0.02278634	-0.03967324	0.01120502	-0.01626718	-0.0225467	-0.002699132	0.001061677	0.01812318	-0.01621975	-0.002569799
1416	NA10835	0.02351641	-0.041988	0.01552322	-0.01485766	-0.02752012	-0.003212703	-0.006286422	0.01817724	0.006182849	-0.008029443
1340	NA07022	0.02246265	-0.04194152	0.007964981	-0.01330431	-0.02091075	0.005701193	-0.008106509	0.01046768	-0.009154023	-0.008629384
1454	NA12813	0.02328021	-0.04137177	0.01211652	-0.01893821	-0.02605761	-0.0113904	0.01761417	0.02384173	-0.02737631	0.005387432
1420	NA10839	0.02280499	-0.04386331	0.01323946	-0.01468354	-0.02566486	0.001059532	-0.000855663	0.01071876	-0.01321117	0.002094555
1341	NA07055	0.0223193	-0.04103783	0.002238651	-0.01517451	-0.02433875	-0.001467944	0.001044698	0.01057751	0.0006545282	-0.003929918
1344	NA12056	0.022735	-0.04317751	0.007400434	-0.01414401	-0.02205136	-0.0007249302	0.001794981	0.005907534	-0.00184006	-0.005354254
1375	NA10863	0.02277021	-0.04190992	0.007137832	-0.009187771	-0.02700659	0.004807945	0.0008180376	0.00953898	0.001124141	0.002609231
1334	NA12145	0.02291879	-0.04246609	0.005335005	-0.01141544	-0.02731758	0.006300626	0.002357099	-0.0002516419	-0.005174791	-0.006669857
1454	NA12814	0.02246922	-0.04170674	0.006116211	-0.01439991	-0.0250388	0.001585605	-0.00208185	0.009301468	-0.005636833	-0.006871011
1334	NA10847	0.02147253	-0.04360936	0.008770601	-0.01573584	-0.02039275	-0.01889312	0.01155319	0.01488488	-0.01109138	0.002137327
1420	NA12006	0.02237737	-0.04307281	0.009072363	-0.01411183	-0.0210842	-0.004133859	-0.002053075	0.007316224	-0.01019877	-0.006712989
1447	NA12763	0.02090121	-0.04028928	0.005139208	-0.01242662	-0.0208981	0.004980831	-0.005353362	0.0001498615	-0.0008137465	-0.008206173
1345	NA07357	0.02327514	-0.04204534	0.006971002	-0.01741669	-0.0232737	-0.01128237	0.001583754	0.01118986	-0.01616867	0.004259401
1334	NA12144	0.02226926	-0.04085061	0.002676454	-0.01353871	-0.02558956	0.0001773691	0.003658088	-0.006079845	-0.002172011	-0.00141024
1408	NA10831	0.0230071	-0.04251341	0.01050849	-0.01367988	-0.0312538	0.003399551	0.0124258	0.001292052	0.003385336	0.008010796
1340	NA07000	0.02216593	-0.0406057	0.005647914	-0.01491822	-0.02588901	0.003479157	-0.001890463	0.004593899	-0.006149045	-0.009516088
1350	NA11832	0.02202707	-0.04107604	0.004423339	-0.01238327	-0.03145034	0.005286982	0.004084734	-0.006351566	-0.002384885	-0.01069628
1341	NA06991	0.02211904	-0.04131379	0.006870513	-0.01297105	-0.0241784	-0.002009055	-0.004913661	0.02337772	-0.01053096	-0.01546048
1349	NA11840	0.02171461	-0.03868917	0.007415553	-0.01453839	-0.02214306	-0.006465114	0.004802764	0.009868456	-0.006033711	-0.01365681
1454	NA12802	0.02224165	-0.04322065	0.008383148	-0.01610439	-0.0263888	0.00413981	-0.004361745	0.01600115	-0.008899953	-0.01256369
1447	NA12761	0.02394285	-0.04146628	0.008636301	-0.01463146	-0.02688179	0.005198348	0.002019237	0.002673964	0.002650417	-0.003656374
1408	NA10830	0.0237609	-0.04170687	0.006046755	-0.01113171	-0.0252951	-0.002860555	-0.001600881	0.004093793	-0.01265881	-0.00571975
1350	NA10855	0.02189647	-0.04136632	0.00508376	-0.01219051	-0.03052904	0.001194743	0.0002740181	-0.004130956	-0.001847421	-0.01260638
1340	NA06994	0.02269127	-0.0399721	0.006672724	-0.01101888	-0.0220547	0.01202182	-0.006238375	0.01583586	-0.006517432	-0.01036557
1362	NA11993	0.02176788	-0.04172913	0.005334862	-0.01588507	-0.02082668	0.007180377	0.000442156	0.006206127	-0.006070979	0.005905495
1362	NA11995	0.02209153	-0.04426219	0.006183548	-0.01701175	-0.02816114	0.001657455	-0.01057843	0.002433023	-0.001701643	-0.003406449
1463	NA12891	0.02171858	-0.04225244	0.01299533	-0.01651289	-0.02229567	-0.01203955	0.00209688	0.02197694	-0.01109863	0.003592036
1459	NA12864	0.02312164	-0.04216572	0.008566539	-0.01475155	-0.02613844	0.01062104	-0.004180181	-0.001770199	-0.004263727	-0.00861939
1444	NA12751	0.02259988	-0.04189509	0.007650282	-0.01952653	-0.02900169	0.00161656	-0.005571031	0.01240565	-0.0134147	-0.00337865
1362	NA10861	0.02241555	-0.04288506	0.009710619	-0.01787023	-0.02940498	-6.009405e-05	-0.01194937	0.00408468	-0.006565308	0.003258045
1420	NA12005	0.02335142	-0.04234866	0.01092067	-0.0122434	-0.02233747	0.000180813	-5.083997e-05	0.01005785	-0.01196235	0.008821125
1375	NA12234	0.02249608	-0.04129513	0.005623529	-0.01154954	-0.0268823	0.006337918	0.0007775255	0.006317914	-0.001404608	0.0007686272
1345	NA07345	0.02256138	-0.04244936	0.007042753	-0.01117136	-0.02462834	-0.01073544	0.001514203	0.01436529	-0.01658685	0.0103708
1340	NA07029	0.02320234	-0.04112749	0.004375475	-0.0144046	-0.02583247	0.009973777	-0.003866378	0.01708933	-0.007009632	-0.01668152
1463	NA12892	0.02222628	-0.04307386	0.003879404	-0.009155229	-0.02258361	-0.006769551	0.002950509	0.01379045	-0.01536695	0.01162492
1416	NA12248	0.02335697	-0.04098844	0.01015894	-0.01428991	-0.02287217	-0.007032751	-0.004779652	0.01531872	0.001602163	-0.004572071
1334	NA10846	0.02256249	-0.04271294	0.0005012569	-0.01394689	-0.02768555	0.002744598	0.005735104	-0.008047243	-0.003830561	-0.005957898
1454	NA12801	0.02313496	-0.04280623	0.009987399	-0.01952988	-0.02688232	-0.008230158	0.01541551	0.02663528	-0.0174704	0.004318799
1459	NA12872	0.02251775	-0.04034926	0.009999046	-0.01370386	-0.02615257	0.0004952407	-0.009323585	0.001100213	-0.007483151	-0.01615622
1408	NA12155	0.02260084	-0.04302161	0.006477012	-0.0110945	-0.02961815	0.002626433	0.006527111	0.005153002	-0.007091355	-0.00233135
1341	NA06993	0.02254453	-0.042894	0.005729915	-0.01282228	-0.02537292	-0.001692551	-0.0004682319	0.0173339	-0.0126514	-0.01527976
1350	NA11830	0.02366634	-0.04095492	0.009808597	-0.009364525	-0.02239606	-0.008112714	0.006713732	0.006940644	-0.002229654	-0.001811673
1420	NA10838	0.02337626	-0.0408056	0.01037425	-0.01467662	-0.02426817	0.00147279	0.002018369	0.01396588	-0.01818421	-0.001298827
1416	NA12249	0.02325363	-0.04217565	0.01278229	-0.01457272	-0.02428886	-0.002915433	-1.717883e-05	0.01284345	0.007864272	-0.004231901
1344	NA12057	0.02184885	-0.0410835	0.01143451	-0.009398574	-0.02236101	-0.0002066296	0.002886193	-0.003167098	0.001352993	-0.005174906
1454	NA12812	0.02327847	-0.04245932	0.004822126	-0.01618918	-0.02737834	0.001410759	0.003121398	0.01006334	-0.0008363104	0.0008710366
1347	NA11881	0.0231981	-0.04049642	0.005295352	-0.01527543	-0.02100262	-0.004759048	0.009628148	0.001014613	-0.006544579	-0.01047749
1362	NA11994	0.02256844	-0.04048597	0.009537302	-0.01400161	-0.02539928	0.0006237039	-0.004603459	-0.0004893823	-0.005590476	0.009231607
1459	NA12873	0.02372711	-0.04098625	0.009091476	-0.008024537	-0.0211922	0.01159462	-0.001704658	-0.007083459	-0.000682852	0.00073308
1454	NA12815	0.0223281	-0.0428846	0.00874142	-0.01417108	-0.02307295	0.006197604	-0.00333365	0.009218459	-0.01328259	-0.008794598
1444	NA12740	0.02286825	-0.04198584	0.00714389	-0.01671432	-0.02935621	0.003513286	-0.01237854	0.01432303	-0.008764319	0.003688685
1447	NA12752	0.02389881	-0.04227546	0.006189916	-0.01455908	-0.03090499	0.004756646	0.002559367	0.009435112	-0.002753172	0.0003414418
1346	NA12043	0.0223934	-0.04093719	0.004100755	-0.01283566	-0.02337297	0.003192888	-0.01009133	0.01400694	-0.001909569	-0.009543472
1375	NA12264	0.02255086	-0.04278655	0.007357233	-0.01182091	-0.02491275	0.004244766	-0.002823506	0.01236421	0.001905984	0.006811186
1349	NA10854	0.02197798	-0.04057011	0.008972626	-0.01590674	-0.02693606	-0.006493009	0.01171912	0.007903025	-0.01521002	-0.02082478
1459	NA12865	0.02206969	-0.04214055	0.009049018	-0.01370593	-0.02713881	0.005758704	0.0009910198	0.0245684	-0.01665995	-0.01086068
NA18597	NA18597	0.02949389	0.04432417	-0.00162597	-0.004776367	-0.01082736	0.009360115	0.01504185	0.007499815	0.004008945	0.004082304
NA18615	NA18615	0.02925387	0.04499409	-0.001898936	-0.002451808	-0.01635324	-0.003568976	0.004473362	-0.002975456	0.009769839	0.002044519
NA18557	NA18557	0.02948284	0.04551759	-0.003225863	-0.003245424	-0.00526501	0.003554758	0.005979598	0.001338234	-0.008063348	0.006960811
NA18628	NA18628	0.03045135	0.04383892	-0.0008644574	0.002723911	-0.01644088	0.002503142	0.006136298	-0.01827277	0.003063174	0.02126372
NA18745	NA18745	0.03132768	0.04515875	0.0003543689	-0.009632231	-0.01262288	0.01167151	0.01049724	0.003646527	-0.002731126	0.00812272
NA18640	NA18640	0.028952	0.04433604	-0.0036213	-0.007269162	-0.01187823	0.004003519	0.009234974	-0.008599543	0.003485199	0.02022271
NA18747	NA18747	0.02994533	0.04447208	-0.004207859	-0.006494019	-0.01099782	0.001302906	0.0112204	-0.003040364	-0.001607486	0.01659315
NA18596	NA18596	0.03080567	0.04589705	-0.001384677	-0.007456438	-0.0163431	0.001497673	0.008129476	0.004163313	0.006536585	0.01680198
NA18536	NA18536	0.03002707	0.04399757	0.000915254	-0.006950271	-0.01488722	-0.002656096	0.002419906	0.003690501	0.003366478	0.008031621
NA18599	NA18599	0.03023185	0.04440423	-0.0009620799	-0.0101166	-0.007619958	-0.0002182085	0.002989969	0.003460707	0.003851556	0.007790822
NA18544	NA18544	0.03038514	0.04430023	-4.988497e-05	-0.007218615	-0.01105086	-0.002560158	0.00258759	-0.001430681	-0.005127113	0.01632395
NA18602	NA18602	0.03064781	0.04426402	-0.002447643	-0.007270064	-0.01215228	-0.005016286	0.006167978	0.01119624	0.006811543	0.009781237
NA18614	NA18614	0.02934171	0.04511242	-0.002247869	-0.00512535	-0.01163915	0.004520365	0.01127473	0.007317987	-0.005160791	0.01681312
NA18548	NA18548	0.03088796	0.04559206	-0.003595275	-0.007176015	-0.01103651	-0.006650773	0.003135921	-0.006517031	-0.0009470125	0.01091635
NA18616	NA18616	0.03069442	0.04501549	-0.005388661	-0.001803333	-0.01335674	-0.004741483	0.004376764	0.001837961	-0.004607987	0.01383754
NA18559	NA18559	0.02977123	0.04460862	-0.001636273	-0.007254968	-0.01737599	0.001795667	0.01010746	0.002433082	0.001369333	0.01412993
NA18619	NA18619	0.02887843	0.04407584	-0.001659594	-0.009194882	-0.01491042	0.005825983	0.004356692	-0.002436427	-0.01222751	0.009352753
NA18638	NA18638	0.03011253	0.04446142	-0.003851536	-0.003640645	-0.01095799	0.006710669	0.008870546	0.0006474917	-0.0009646106	0.01848266
NA18639	NA18639	0.02940685	0.04509696	-0.001049332	-0.0005869051	-0.015777	0.005483911	0.008763234	0.006624016	0.003994809	0.01675455
NA18627	NA18627	0.03040824	0.04568868	-0.003806217	-0.00638191	-0.0130103	0.005324217	0.01213816	0.002307587	-0.003252438	0.01526383
NA18631	NA18631	0.03014488	0.04649371	0.001101273	-0.003625514	-0.01514878	0.0003611964	0.005392195	0.00195823	0.0005138456	0.01360302
NA18634	NA18634	0.02911292	0.04536622	0.00305085	-0.006454014	-0.01560385	0.005305074	0.01821115	0.000176628	0.002688158	0.01795768
NA18642	NA18642	0.0282613	0.04218971	-0.0003716516	-0.00912536	-0.01031909	0.005890477	0.001135079	-0.001795981	0.001779523	0.01810531
NA18626	NA18626	0.02969697	0.04332478	-0.0001910205	-0.007394745	-0.01191554	0.00507854	0.0009774998	0.002053558	-0.009115349	0.01217558
NA18543	NA18543	0.03091614	0.04510395	-0.007347219	-0.00274332	-0.01254081	0.009101489	0.003011089	-0.00890129	-0.001109555	0.01081429
NA18610	NA18610	0.0305733	0.04376431	-0.002568759	-0.008735398	-0.009126853	0.004229584	-0.0001308645	0.003870883	0.0005604093	0.0115708
NA18617	NA18617	0.02978069	0.04550973	-0.001536718	-0.001757433	-0.01482001	0.01227351	0.01485835	-0.005036219	-0.006348953	0.02405389
NA18613	NA18613	0.0305601	0.0436541	0.0001014284	-0.01095372	-0.008694144	0.008277148	0.001526801	0.002704921	-0.003551863	0.005412171
NA18647	NA18647	0.02978773	0.04342606	0.002941669	-0.004444783	-0.01203562	0.001576285	0.001691594	0.002768631	0.0005540271	0.008256642
NA18630	NA18630	0.02929278	0.04433781	-0.003639136	-0.006239524	-0.01605159	0.004028559	0.005759014	-0.008175253	0.002253744	0.02726109
NA18641	NA18641	0.03042391	0.0440403	0.001100421	-0.01319612	-0.01099204	0.003914029	0.006169096	0.005136311	-0.004679327	0.008961804
NA18748	NA18748	0.03044124	0.04526612	-0.00199667	-0.006579398	-0.01427601	0.01005428	0.009384866	0.00640832	-0.001610825	0.02022561
NA18749	NA18749	0.03056328	0.04492031	-0.0002341837	-0.007033159	-0.01123516	0.01118866	0.006292915	0.003187217	0.002490116	0.003831228
NA18757	NA18757	0.02973009	0.04363477	0.001202717	-0.007659717	-0.0101247	0.00780074	0.004644869	0.006581772	0.005988783	0.00366613
NA18546	NA18546	0.03071276	0.04514644	-0.001108396	-0.007397033	-0.01692063	-9.29422e-05	0.00388976	0.000587969	-0.004052227	0.00739682
NA18643	NA18643	0.02971907	0.04483755	-0.003785106	-0.009894525	-0.01421959	-0.007031796	-0.0003991851	0.005463627	-0.009332189	0.01221407
NA18645	NA18645	0.03107067	0.04628911	0.0006072688	-0.004852488	-0.01278298	0.00286826	0.002923707	0.005707677	9.030667e-05	0.02034142
NA18534	NA18534	0.02902314	0.04488402	-0.005694072	-0.004204331	-0.01403997	0.0117443	-7.083309e-05	0.008492972	-0.0002906424	0.004965091
NA18595	NA18595	0.03069761	0.04304665	-0.003191043	-0.01006727	-0.01406131	0.004906766	0.001448994	-0.004900436	-0.0001286144	0.01334999
NA18618	NA18618	0.02953055	0.044239	-0.00229827	-0.009474995	-0.01327034	0.004869275	0.007225934	-0.008631643	0.001593427	0.006390809
NA18740	NA18740	0.02939991	0.04566325	-0.0004322791	-0.004491562	-0.0152775	0.004395818	0.003701885	0.002292865	-0.004389206	0.02836269
NA18524	NA18524	0.02959642	0.04266835	-6.461462e-05	-0.005438787	-0.01074742	0.003370118	0.004994345	0.002194538	-0.002802931	0.01882473
NA18635	NA18635	0.03119645	0.04496733	-0.001705495	-0.006918251	-0.01398708	0.0001167365	0.002877028	0.003030869	-0.008458562	0.00662949
NA18537	NA18537	0.03084554	0.04420171	-0.002361534	-0.006659702	-0.01220209	0.007047918	0.005104521	-0.003924241	0.001749626	0.01135187
NA18572	NA18572	0.02980447	0.046733	-0.001113096	-0.009388371	-0.01326062	-0.001712605	9.036599e-05	0.002928618	-0.0007439808	-0.005190855
NA18592	NA18592	0.03102953	0.04468965	-0.00216902	-0.005837474	-0.01323814	0.002469649	0.01174659	-0.008944055	-0.007658383	0.01042894
NA18526	NA18526	0.02987655	0.04590794	-0.003610157	-0.00855774	-0.01963023	0.007871615	0.01179658	-0.01358179	-0.006805392	0.01562779
NA18529	NA18529	0.0299461	0.04555349	-0.003613286	-0.01067484	-0.01143535	0.007081759	0.006109349	0.0003107637	0.00315585	0.009684563
NA18558	NA18558	0.02963354	0.0441097	-0.003478555	-0.009643151	-0.00948406	0.00455971	-0.005861709	0.005259078	0.002109277	0.006710156
NA18562	NA18562	0.03013517	0.04396466	-0.001545726	-0.007503468	-0.01145478	0.0008500343	-6.753517e-06	0.006077147	0.01007677	0.01178496
NA18545	NA18545	0.02996244	0.04568632	-0.001593382	-0.001157448	-0.013885	0.004449215	0.008614658	0.003453426	0.005876449	0.01565222
NA18609	NA18609	0.03005123	0.04299853	-0.0002912327	-0.005831755	-0.005954922	0.007142878	0.0036562	0.003983058	-0.003808335	0.003198943
NA18552	NA18552	0.02980207	0.04457093	-0.001264135	-0.006809563	-0.01310815	0.00126022	0.005562185	0.0007695871	-0.002268452	0.03027145
NA18611	NA18611	0.02945288	0.0437619	-0.003621879	-0.003889082	-0.01477191	-0.001842166	-0.00622826	0.004505125	0.0009284164	0.00675834
NA18555	NA18555	0.02966531	0.04489253	-0.002931892	-0.005363881	-0.00997039	0.008150904	0.01512138	0.005888694	-0.006221865	0.01136052
NA18566	NA18566	0.03074236	0.04387228	0.001794763	-0.003510117	-0.00837976	0.008303694	-4.529284e-05	0.00201719	0.0007295178	0.009538819
NA18563	NA18563	0.03070967	0.04502343	-0.00063348	-0.01015663	-0.01034807	0.001572844	0.003863748	-0.0002038366	0.009578555	0.01305484
NA18570	NA18570	0.03002965	0.04538788	-0.001799735	-0.007722017	-0.01542283	-0.001064637	0.01463434	-0.0001477068	-0.002647808	0.01455666
NA18612	NA18612	0.030188	0.04457868	-0.00171634	-0.005313115	-0.01050642	-0.01871509	0.005543861	0.0005239717	0.0005041015	0.01979899
NA18621	NA18621	0.02999849	0.04545981	0.001762677	-0.01171959	-0.01136485	0.001518335	0.01063341	-0.001759009	-0.01145704	0.003285143
NA18622	NA18622	0.02953091	0.04584815	-0.003663258	-0.00914703	-0.01495439	0.002271396	0.006682959	-0.007824437	-0.003593184	0.01953685
NA18573	NA18573	0.03017545	0.04511022	-0.002991334	-0.004789467	-0.01354888	0.007263963	0.00551569	0.006982644	0.01333216	0.01505913
NA18577	NA18577	0.02959549	0.04439506	0.001091472	-0.008239563	-0.01558478	0.004508742	0.006302494	0.003451563	3.79273e-05	0.009106721
NA18579	NA18579	0.02987388	0.0434772	-0.00321593	-0.008106254	-0.01120094	0.0004534019	0.007661209	0.003840218	-0.002562241	0.01016865
NA18632	NA18632	0.02972903	0.04663931	0.00117107	-0.007153868	-0.01635714	0.004405818	0.01296607	0.002969093	0.000495428	0.01311236
NA18636	NA18636	0.02801303	0.04436263	-0.00516155	-0.008171828	-0.02227163	0.0003705997	0.004204754	0.0111142	-0.002373542	0.0184637
NA18593	NA18593	0.02943226	0.04531413	-0.002261161	-0.004704853	-0.01424214	-0.004015864	0.01151403	-0.0008078384	-0.008941101	0.007812132
NA18603	NA18603	0.03001514	0.04513955	0.002815388	-0.003820449	-0.01425994	-0.0001449033	0.001199569	0.004298671	-0.0004305035	0.01866094
NA18624	NA18624	0.03053239	0.04512045	-0.00402601	-0.005903634	-0.01587412	-7.786413e-05	0.004431613	0.003845182	0.002386645	0.006709027
NA18550	NA18550	0.02985633	0.04332775	0.0003957387	-0.003662803	-0.01721065	0.006567499	0.007138909	0.007768472	-0.009693869	0.02570104
NA18605	NA18605	0.02974367	0.04470277	0.0002728434	-0.007736365	-0.01154051	0.004166586	0.002785615	0.003665661	-0.008045959	0.009938293
NA18542	NA18542	0.02867416	0.04304499	0.001241183	-0.003927916	-0.01109657	-0.003692798	0.00347754	0.009929009	-0.008900763	-0.0008098779
NA18532	NA18532	0.03010541	0.04539484	-0.002582605	-0.005452303	-0.01148183	-0.0006426025	0.007094862	-0.00313806	0.005141616	0.006032352
NA18561	NA18561	0.03067112	0.04383848	-0.001404675	-0.00304008	-0.01381097	-0.00537964	0.01639046	0.003006273	0.0006857543	0.004586743
NA18608	NA18608	0.02992074	0.04379029	-0.001488583	-0.005833593	-0.008191221	0.005105643	0.001845846	0.002655784	-0.003143617	0.008807214
NA18564	NA18564	0.02996204	0.0434716	-0.001343196	-0.006737167	-0.008816477	0.005104028	0.01236298	0.006708677	0.007044597	0.007153138
NA18571	NA18571	0.02956032	0.0443502	-0.0008036629	-0.008883766	-0.0112651	0.008984045	0.002639718	0.007467634	-0.004839153	0.02062462
NA18620	NA18620	0.03058203	0.04377392	0.00211981	-0.002688351	-0.009281405	-0.001187295	0.006838295	-0.009974659	-0.005566369	0.0008713474
NA18623	NA18623	0.03068342	0.04269529	-0.001629071	-0.006112492	-0.009473331	-0.002266318	0.01052566	0.007552252	-0.0002042157	0.007838962
NA18576	NA18576	0.02944635	0.04313646	0.001502786	-0.005982902	-0.01354387	-0.008883704	0.002719786	-0.007117243	0.001510663	-0.002810429
NA18582	NA18582	0.03042654	0.04585764	-0.004080518	-0.002794946	-0.01897873	-0.003593942	0.00413941	0.002225778	0.003322783	0.01609381
NA18633	NA18633	0.02940941	0.04583841	-0.003462555	-0.01036166	-0.01268648	-0.0001157517	0.007124731	-0.002754594	0.0001147638	0.01351992
NA18637	NA18637	0.02981354	0.04507622	-0.004476933	-0.006742885	-0.01356564	-0.002611237	0.007028922	-0.008470605	-0.004948032	0.01611387
NA18594	NA18594	0.02960838	0.04606933	0.0003061556	-0.008506119	-0.01363497	0.002834578	-0.0005324367	0.0003197751	-0.006246041	0.01956631
NA17970	NA17970	0.02989291	0.04435945	-0.002613393	-0.005112398	-0.01081967	0.001814525	0.008994873	-0.001059001	0.004859614	0.01920768
NA17977	NA17977	0.02955959	0.04429189	-0.002386627	-0.004845293	-0.01548014	0.0108053	0.004671325	0.005089178	-0.002293107	0.01465738
NA17981	NA17981	0.03074506	0.04652221	-0.006629612	-0.004677821	-0.0174377	-0.001033749	0.01573382	0.006157999	-0.004103012	0.03367281
NA17993	NA17993	0.03007942	0.0435675	-0.001814147	-0.003196646	-0.01612114	0.00673195	0.009575523	0.005458439	-0.004654506	0.02455944
NA18101	NA18101	0.03012701	0.0422587	-0.005146209	-0.004631456	-0.01266375	-0.0005510251	0.005640346	-0.004608398	-0.005870855	0.0143676
NA18105	NA18105	0.02997091	0.0451538	0.0003713662	-0.005170946	-0.009008647	0.007521249	0.01010393	-0.002881371	0.003177835	0.02734517
NA18109	NA18109	0.02941859	0.04740948	-0.002006554	-0.003489635	-0.01411706	0.01056539	0.006282817	0.01533227	0.01005146	0.008663857
NA18129	NA18129	0.02887152	0.04466262	-0.004625819	-7.284269e-05	-0.01407315	0.006887108	0.009526873	0.0002472777	0.004310664	0.01880691
NA18135	NA18135	0.03023542	0.04590124	-0.003890303	-0.002714414	-0.01885309	0.0127275	0.01042299	-0.0005973196	0.003702696	0.0303255
NA18139	NA18139	0.02943295	0.04566369	-0.004421649	-0.008795211	-0.01535846	0.001719415	0.009303757	0.006169291	0.008123079	0.01292358
NA18144	NA18144	0.03037295	0.04565846	-0.001317719	-0.005668655	-0.009700482	-0.001564478	0.002947498	0.005135899	-0.0009801814	0.02338725
NA18150	NA18150	0.03012575	0.04544679	0.002287141	-0.005620203	-0.0146054	0.004288265	0.00744401	0.003626496	-0.005944576	0.02194143
NA18154	NA18154	0.02967873	0.04550441	-0.004033786	0.0001166374	-0.0120205	-0.001257999	0.003623397	-0.0001532818	0.004550397	0.01768731
NA18162	NA18162	0.03033131	0.04555576	-0.003483325	-0.006246122	-0.01320899	0.001983288	0.00245251	0.00796961	0.001606527	0.01934499
NA17974	NA17974	0.0309419	0.04501219	0.001928737	-0.004746908	-0.01176466	5.618546e-05	0.0009831425	-0.001125428	0.001683538	0.01414001
NA17975	NA17975	0.02990826	0.04538152	0.001195617	-0.00889276	-0.0106857	0.003503491	0.00357454	-0.0009768836	0.0006960254	0.01286983
NA17980	NA17980	0.03090543	0.04484921	0.002250408	-0.007467808	-0.01240104	0.004886847	0.007462321	0.002220949	0.0001287182	0.01611369
NA17986	NA17986	0.02953405	0.04731254	-0.002079928	-0.005189903	-0.02184247	0.002682336	0.01160938	0.005088006	0.001240214	0.03237306
NA17989	NA17989	0.02916079	0.04523627	-0.005153947	0.001016902	-0.01576617	-9.827807e-05	0.003457694	0.0006922044	0.004206721	0.02190179
NA17997	NA17997	0.02993814	0.0458482	-0.002611186	-0.004703082	-0.01132225	0.003986644	0.002790178	0.003435531	0.001752963	0.01772387
NA18106	NA18106	0.03027612	0.04478793	-0.004413172	-0.003954882	-0.01218349	-0.002153355	0.005225573	0.001749842	-0.003993517	0.006937894
NA18114	NA18114	0.03087117	0.04498212	-0.0004135429	-0.008286303	-0.02030322	0.005866064	0.002303875	-0.005569656	1.01848e-06	0.01354259
NA18122	NA18122	0.03090207	0.0453934	-0.0005344807	-0.003426328	-0.01938194	0.004816651	0.002150193	0.003282778	-0.01263729	0.02501674
NA18138	NA18138	0.02749054	0.04109116	-0.003645668	-0.006398099	-0.01843053	0.001522115	0.0050336	0.004391077	-0.001680549	0.02079553
NA18149	NA18149	0.02991096	0.04404965	0.0006484307	0.0001322893	-0.01482161	0.002685647	0.01389224	0.0003617071	0.00184194	0.02980166
NA17987	NA17987	0.02979392	0.04538347	-0.000699785	-0.006011118	-0.0151486	5.306922e-05	-0.003795149	-0.001644755	-0.008118616	0.0348555
NA17988	NA17988	0.03020812	0.04440233	-0.003419291	-0.005677012	-0.01701993	0.01226509	0.005582702	0.005803253	0.004637967	0.01486843
NA17998	NA17998	0.02973609	0.04455125	-0.006093263	-0.003906919	-0.015768	0.006666194	0.004395838	0.0005890464	0.0005496425	0.02187149
NA18107	NA18107	0.0298632	0.04667759	-0.0009101466	-0.005680416	-0.01472525	0.007445799	0.004285362	0.0006485646	-0.009618034	0.01518425
NA18108	NA18108	0.02967464	0.04723475	0.001192965	-0.008379506	-0.01372539	0.005894155	0.01027585	0.001142286	-0.0007524985	0.009239173
NA18128	NA18128	0.0291732	0.04587514	-0.004334789	-0.003263371	-0.01765431	0.007395917	0.003891413	0.001105774	-0.002657504	0.0166776
NA18146	NA18146	0.02954961	0.04404654	-0.000897255	-0.006216291	-0.01257787	-0.002438769	0.004962077	0.002492272	-0.0009004816	0.02808944
NA18148	NA18148	0.02994021	0.04615347	-0.002874495	-0.004410402	-0.01539408	-0.0002257616	0.01059342	0.00483771	0.003106415	0.02303062
NA18161	NA18161	0.03020171	0.04489477	-0.004622401	-0.007241217	-0.01566272	0.002038539	-0.001937464	-0.001275225	0.008104008	0.01252122
NA18670	NA18670	0.0287838	0.04534928	-0.004966373	-0.002790539	-0.01382621	0.0008171258	0.01064301	0.007983015	0.00196948	0.01510071
NA18694	NA18694	0.03036109	0.04671748	-0.001288673	-0.006953481	-0.01779398	0.006679405	0.01001478	0.002613571	-0.009771563	0.01471643
NA18696	NA18696	0.02976116	0.04612928	-0.005761986	0.00160043	-0.02107213	0.01400434	0.005503396	-0.005625499	-0.0014381	0.0207391
NA17965	NA17965	0.0302573	0.04520062	-0.005861879	-0.005213023	-0.01370308	-0.003373519	0.008069215	0.001915382	-0.0028163	0.0158555
NA17967	NA17967	0.02880494	0.04466933	0.002961401	-0.006192158	-0.01599912	0.01023052	0.006547472	-0.0004213013	0.001578886	0.02899199
NA17969	NA17969	0.030081	0.04380904	-0.002240999	-0.003877868	-0.01220121	0.001891072	0.0008169848	-0.000782868	0.004700648	0.02720326
NA17983	NA17983	0.02967377	0.04573047	-0.003197529	-0.003128401	-0.01286139	-0.003090055	0.007373917	-0.0003580885	0.004095572	0.008144209
NA18117	NA18117	0.03006658	0.04493045	-0.00109958	-0.003793041	-0.01171754	0.003360791	0.002442675	0.0007826059	0.002877906	0.01504342
